idx,AirQualityStation,img_path,s5p_path,Countrycode,Altitude,PopulationDensity,rural,suburban,urban,traffic,industrial,background,no2,o3,pm10,Latitude,Longitude,Temp_3yr,Wind_3yr,Precip_3yr,RH_3yr,Stability_3yr,urban_clc,traffic_clc,rural_clc,num_roads_500m,num_buildings_500m,num_factory_500m,num_industrial_landuse_500m,num_roads_1km,num_buildings_1km,num_factory_1km,num_industrial_landuse_1km,SolarRad_3yr,ClearSkyRad_3yr,Dewpoint_3yr,SkinTemp_3yr,TempRange_3yr,SpecHumidity_3yr,CloudAmt_3yr,year,month,ship_density_1km,ship_density_5km,ship_density_10km
415,STA-NL00644,STA-NL00644/S2B_MSIL2A_20200922T104649_N0214_R051_T31UFT_20200927T135033.npy,STA-NL00644/l3_mean_europe_2018_2020_005dg.netcdf,NL,1.0,926.1,1,0,0,0,0,1,17.19943947,47.55189452,20.13008834,51.97449,4.9233,11.052217153284673,3.262518248175182,2.0732481751824814,81.44621350364963,0.2411222627737226,1,0,0,12,250,0,0,36,963,0,0,3.1896823529411766,4.486970588235294,8.001057692307693,10.994134615384615,8.00403846153846,7.002403846153846,63.9678431372549,2020,9,0.2646905579604208,62.35415542839556,111.89105828687768
416,STA_ES1531A,STA_ES1531A/S2A_MSIL2A_20200913T110701_N0214_R137_T30TUN_20200913T140332.npy,STA_ES1531A/l3_mean_europe_2018_2020_005dg.netcdf,ES,650.0,110.4,1,0,0,0,0,1,0.254383747,71.57278305,9.448294145,43.15333,-4.25306,9.282554744525548,2.847691605839416,3.026861313868613,81.93091240875913,0.1860766423357664,0,0,1,40,92,0,0,52,101,0,0,3.703463725490197,5.2890588235294125,6.059423076923077,10.05644230769231,8.988173076923077,6.898365384615384,74.61745098039216,2020,9,0.0,0.0,0.0
417,STA.DE_DEST090,STA.DE_DEST090/S2B_MSIL2A_20200602T100559_N0214_R022_T32UQB_20200602T135324.npy,STA.DE_DEST090/l3_mean_europe_2018_2020_005dg.netcdf,DE,96.0,132.0,0,1,0,0,1,0,14.42697971,57.57768998,18.05796423,51.32136,12.03214,10.728822992700731,2.820976277372263,1.3764963503649634,76.58433394160585,0.2243704379562043,1,0,0,130,440,0,4,384,1312,0,14,3.0396843137254903,4.255108823529412,6.356538461538462,10.498846153846152,9.277692307692307,6.489134615384615,67.97892156862746,2020,6,0.0,354.7827746868133,109.54487906711606
419,STA-NL00934,STA-NL00934/S2B_MSIL2A_20200624T104629_N0214_R051_T31UGV_20200624T134207.npy,STA-NL00934/l3_mean_europe_2018_2020_005dg.netcdf,NL,1.0,206.7,1,0,0,0,0,1,8.585926136,52.90441868,20.71864763,53.33043,6.27694,10.99362226277372,5.78367700729927,2.2640784671532845,83.20778284671533,0.0827645985401459,0,0,1,0,5,0,1,6,10,0,2,2.976920588235294,4.30768431372549,8.352596153846154,11.462307692307691,3.645769230769231,7.143942307692308,73.56686274509804,2020,6,7.959486484527588,341.23920653898875,230.3728565877377
422,STA-BG0051A,STA-BG0051A/S2A_MSIL2A_20200131T091231_N0213_R050_T35TLG_20200131T104603.npy,STA-BG0051A/l3_mean_europe_2018_2020_005dg.netcdf,BG,166.0,113.3,0,0,1,0,0,1,21.75190429,41.7267171,38.96644628,42.14289,24.76524,13.19662408759124,1.6630383211678832,1.9793886861313867,69.35838503649634,0.4824908759124088,1,0,0,355,658,0,0,1107,3017,0,1,4.015810784313726,5.232706862745098,6.355673076923077,13.403269230769231,11.504134615384617,6.700576923076923,57.23421568627451,2020,1,0.0,0.0,0.0
423,STA.IT1328A,STA.IT1328A/S2B_MSIL2A_20200821T100559_N0214_R022_T32TQR_20200821T130423.npy,STA.IT1328A/l3_mean_europe_2018_2020_005dg.netcdf,IT,72.0,360.4,0,0,1,0,0,1,22.03928244,53.75082554,23.5971831,45.89056,12.30806,12.808184306569345,1.2962682481751826,3.130520072992701,73.41251824817518,0.6773357664233577,1,0,0,274,1412,63,7,927,5020,192,17,3.90402156862745,4.937896078431372,7.7225,11.84451923076923,8.170961538461539,7.476057692307692,57.27362745098039,2020,8,0.0,0.0,0.0
430,STA-CH0017A,STA-CH0017A/S2A_MSIL2A_20200713T103031_N0214_R108_T32TLT_20200713T132504.npy,STA-CH0017A/l3_mean_europe_2018_2020_005dg.netcdf,CH,260.0,5398.3,0,0,1,0,0,1,23.95287569,49.49698909,17.75880301,47.5659,7.58208,9.878448905109488,1.971569343065693,2.84875,81.91477189781021,0.5098631386861313,1,0,0,154,1418,0,1,828,5229,2,7,3.5650931372549017,4.963908823529412,6.632499999999999,9.540673076923078,8.919326923076923,6.989134615384615,65.92186274509804,2020,7,1907.8892415364585,1273.7333992025976,655.72278026793
432,STA.DE_DENI020,STA.DE_DENI020/S2B_MSIL2A_20200807T102559_N0214_R108_T32UPD_20200807T122941.npy,STA.DE_DENI020/l3_mean_europe_2018_2020_005dg.netcdf,DE,66.0,608.0,0,1,0,0,0,1,16.33240535,57.47489602,16.44767455,52.44081,10.81638,10.420346715328469,3.068220802919708,1.712737226277372,79.93057481751825,0.2069434306569343,0,0,1,69,301,0,1,246,806,0,2,3.056313725490196,4.316095098039216,6.872980769230769,10.2925,8.40375,6.66125,68.2021568627451,2020,8,36.0550742149353,41.9797980163098,48.49470823974442
433,STA.IT2144A,STA.IT2144A/S2B_MSIL2A_20200802T094039_N0214_R036_T33TXF_20200802T123333.npy,STA.IT2144A/l3_mean_europe_2018_2020_005dg.netcdf,IT,40.0,324.9,0,1,0,0,1,0,20.58085485,51.49688796,25.03644385,41.10778,16.76611,17.45890510948905,3.3371350364963503,1.877408759124088,71.24461678832117,0.2242883211678831,1,0,0,61,254,2,29,211,640,2,46,4.324389215686274,5.174533333333334,11.53903846153846,18.158076923076923,7.745576923076923,8.961923076923076,44.19696078431373,2020,8,0.0,0.0,269.55056987324656
436,STA-FR22019,STA-FR22019/S2B_MSIL2A_20200422T103619_N0214_R008_T32ULV_20200422T140230.npy,STA-FR22019/l3_mean_europe_2018_2020_005dg.netcdf,FR,209.0,168.4,0,1,0,0,0,1,13.55932065,50.37202823,17.35338337,49.22036,6.92583,10.80772810218978,2.326779197080292,2.074625912408759,79.17439781021899,0.2838503649635036,1,0,0,142,601,0,1,272,1137,0,2,3.290438235294118,4.713590196078432,6.959134615384615,10.66625,9.078846153846154,6.79125,68.28862745098039,2020,4,0.0,0.1479047819972038,56.97041288155474
437,STA_ES1417A,STA_ES1417A/S2B_MSIL2A_20200803T104629_N0214_R051_T30TYM_20200803T134220.npy,STA_ES1417A/l3_mean_europe_2018_2020_005dg.netcdf,ES,488.0,14.1,0,0,1,1,0,0,14.08226754,61.2952882,12.28366762,42.13611,-0.40389,14.157244525547446,2.60735401459854,1.4960492700729928,68.24180656934307,0.2449087591240875,1,0,0,373,1466,0,0,1151,3219,0,5,4.254488235294118,5.504756862745098,7.55625,14.861730769230768,11.986442307692307,7.213076923076922,56.6456862745098,2020,8,0.0,0.0,0.0
438,STA-BETWOL1,STA-BETWOL1/S2A_MSIL2A_20200530T105031_N0214_R051_T31UES_20200530T134211.npy,STA-BETWOL1/l3_mean_europe_2018_2020_005dg.netcdf,BE,78.0,7471.5,0,1,0,1,0,0,30.52169446,36.19885886,18.50415813,50.85671,4.42576,11.377180656934303,3.1930474452554742,1.8091149635036496,79.10292883211679,0.1964507299270073,1,0,0,100,562,1,1,1010,5230,2,6,3.194264705882353,4.591788235294118,7.881442307692307,11.257403846153846,8.56576923076923,6.972211538461538,67.26460784313726,2020,5,0.0,117.26184329177651,57.62932789274515
440,STA-FR07009,STA-FR07009/S2A_MSIL2A_20190913T105031_N0213_R051_T31TDL_20190913T120946.npy,STA-FR07009/l3_mean_europe_2018_2020_005dg.netcdf,FR,390.0,82.2,0,0,1,0,0,1,19.24558789,59.77781092,13.99997538,45.77217,3.0875,11.574105839416058,2.5302372262773725,1.73625,75.10445255474454,0.2576003649635037,1,0,0,284,1435,0,0,1244,7521,0,0,3.7409666666666666,5.187858823529412,6.749807692307693,11.618653846153846,10.045096153846156,6.817788461538461,63.225686274509805,2019,9,0.0,0.0,0.0
442,STA-CH0031A,STA-CH0031A/S2A_MSIL2A_20200613T103031_N0214_R108_T32TLT_20200613T132518.npy,STA-CH0031A/l3_mean_europe_2018_2020_005dg.netcdf,CH,536.0,177.4,0,0,1,1,0,0,36.12733481,42.09774129,21.38983416,46.951,7.44087,9.549470802919709,1.838695255474453,3.050629562043796,79.18903284671532,0.6762773722627737,1,0,0,191,962,1,0,1271,4512,2,1,3.6824676470588233,5.186056862745098,5.809134615384616,8.832788461538462,8.459711538461539,6.813365384615385,66.84676470588235,2020,6,0.0,0.0,0.0
443,STA-LT00033,STA-LT00033/S2A_MSIL2A_20200813T100031_N0214_R122_T34UEG_20200813T113828.npy,STA-LT00033/l3_mean_europe_2018_2020_005dg.netcdf,LT,12.0,67.9,0,0,1,1,0,0,28.10237771,39.90488406,37.80020377,55.69,21.17946,8.995173357664234,4.168339416058394,1.994726277372263,85.1953102189781,0.1674726277372263,1,0,0,21,158,0,4,65,604,0,9,3.01851568627451,4.114669607843138,6.307403846153846,9.133365384615384,5.099134615384615,6.537211538461539,71.88980392156863,2020,8,0.0,3461.938747647192,830.9551062758477
445,STA.IT0885A,STA.IT0885A/S2A_MSIL2A_20200813T100031_N0214_R122_T32TQM_20200813T113828.npy,STA.IT0885A/l3_mean_europe_2018_2020_005dg.netcdf,IT,26.0,823.7,0,0,1,0,0,1,19.64495154,60.33102253,18.43965517,42.09159,11.80249,17.360602189781023,3.528996350364963,2.3632846715328464,75.15548357664234,0.0961131386861314,1,0,0,510,548,0,0,1266,1299,0,1,4.393764705882353,5.276716666666666,12.860480769230769,18.35048076923077,4.826730769230769,9.80625,52.04235294117647,2020,8,130.16179583470026,886.6005019579242,209.62491681112985
447,STA_ES0694A,STA_ES0694A/S2B_MSIL2A_20200820T103629_N0214_R008_T31TDF_20200820T133254.npy,STA_ES0694A/l3_mean_europe_2018_2020_005dg.netcdf,ES,38.0,718.7,0,1,0,0,0,1,32.63800536,37.78937175,22.88124927,41.3922,2.0098,15.788193430656936,2.3325182481751825,2.3164051094890508,72.33592153284673,0.3286861313868613,1,0,0,396,592,0,2,1032,1141,0,5,4.394305882352941,5.355023529411764,10.28403846153846,16.62125,9.305480769230767,8.589903846153847,56.96333333333334,2020,8,0.0,0.0060860882513225,0.0061393587384372
449,STA.IT1590A,STA.IT1590A/S2B_MSIL2A_20200821T100559_N0214_R022_T32TQR_20200821T130423.npy,STA.IT1590A/l3_mean_europe_2018_2020_005dg.netcdf,IT,15.0,360.4,0,0,1,0,0,1,28.50133657,55.90226112,30.32102273,45.6725,12.23861,15.685930656934303,2.483594890510949,2.7150182481751823,73.75530109489051,0.3264233576642336,1,0,0,272,1062,0,0,1130,3882,0,2,3.90402156862745,4.937896078431372,10.62423076923077,16.025673076923077,5.635673076923077,8.578173076923077,57.27362745098039,2020,8,0.0,0.0,0.0
451,STA-FR07058,STA-FR07058/S2A_MSIL2A_20200719T105031_N0214_R051_T31TDM_20200719T134605.npy,STA-FR07058/l3_mean_europe_2018_2020_005dg.netcdf,FR,203.0,45.6,0,0,1,0,0,1,14.64461663,51.8581398,12.18313197,46.34072,2.59395,12.189151459854012,2.715675182481752,1.917655109489051,76.88623175182481,0.2172992700729926,1,0,0,260,2206,1,0,1106,8071,1,5,3.659743137254902,5.009946078431373,7.621153846153846,12.253846153846156,9.63125,7.056153846153847,63.817549019607846,2020,7,0.0,0.0,0.0
452,STA.CZ_TOFF,STA.CZ_TOFF/S2A_MSIL2A_20200919T095031_N0214_R079_T33UYR_20200919T115531.npy,STA.CZ_TOFF/l3_mean_europe_2018_2020_005dg.netcdf,CZ,220.0,226.7,0,0,1,0,0,1,22.68451109,53.82782094,36.21781609,49.83919,18.26369,9.710045620437958,2.753959854014598,2.003275547445256,78.97898722627737,0.3100912408759124,1,0,0,106,291,0,9,421,1806,0,37,3.1274892156862744,4.540707843137255,5.645576923076923,9.50048076923077,9.12278846153846,6.417019230769231,69.09823529411766,2020,9,0.0,0.0,0.0
460,STA.IT2243A,STA.IT2243A/S2B_MSIL2A_20200913T101629_N0214_R065_T32TPR_20200913T131152.npy,STA.IT2243A/l3_mean_europe_2018_2020_005dg.netcdf,IT,48.0,318.0,0,0,1,0,0,1,25.86561854,59.88430311,30.85915493,45.43301,11.0301,13.841925182481752,1.448266423357664,2.464689781021898,72.32361313868613,0.6238503649635037,0,0,1,39,332,0,5,441,2813,0,12,3.847456862745098,4.991529411764706,8.318365384615385,13.382019230769233,8.805961538461538,7.617596153846154,59.87058823529412,2020,9,0.0,0.0,0.0
464,STA_PL0077A,STA_PL0077A/S2A_MSIL2A_20200912T100031_N0214_R122_T33UXV_20200912T114911.npy,STA_PL0077A/l3_mean_europe_2018_2020_005dg.netcdf,PL,121.0,56.8,1,0,0,0,0,1,5.183876875,55.62095285,19.83321986,53.66212,17.93402,9.505921532846717,3.134260948905109,1.5893613138686131,79.86240875912408,0.1244069343065693,0,0,1,0,2,0,0,0,10,0,1,3.0103460784313723,4.302044117647059,5.5287500000000005,9.38346153846154,8.50576923076923,6.176634615384615,69.47098039215686,2020,9,0.0,0.0,0.0
465,STA-CH0011A,STA-CH0011A/S2A_MSIL2A_20200819T102031_N0214_R065_T32TMS_20200819T131359.npy,STA-CH0011A/l3_mean_europe_2018_2020_005dg.netcdf,CH,280.0,129.4,0,0,1,0,0,1,24.78121201,57.43556491,16.90678904,46.0111,8.9571,10.64493613138686,1.2643886861313869,3.528558394160584,73.53619525547445,0.7248905109489051,1,0,0,247,808,0,1,807,2903,0,1,3.5840901960784315,5.271457843137255,5.8494230769230775,9.714903846153849,7.570673076923077,7.048653846153846,68.03666666666666,2020,8,0.0,0.0,0.0
468,STA.IT1463A,STA.IT1463A/S2A_MSIL2A_20190914T102021_N0213_R065_T32TNR_20190914T140933.npy,STA.IT1463A/l3_mean_europe_2018_2020_005dg.netcdf,IT,182.0,410.6,0,1,0,0,0,1,27.03363259,51.71509278,27.54705376,45.62058,9.61154,14.04133211678832,1.269744525547445,2.9190145985401457,72.98404197080293,0.7529379562043795,0,0,1,0,10,0,2,181,89,0,9,3.859582352941176,4.996377450980392,8.942115384615384,13.416538461538462,8.900865384615384,7.991923076923077,57.892647058823535,2019,9,0.0,0.0,0.0
469,STA_ES0201A,STA_ES0201A/S2A_MSIL2A_20200519T112121_N0214_R037_T29TNJ_20200519T141241.npy,STA_ES0201A/l3_mean_europe_2018_2020_005dg.netcdf,ES,362.0,142.1,0,1,0,0,1,0,4.574973539,60.43845348,9.485724215,43.4539,-7.8478,13.583366788321166,1.3920529197080294,3.3182846715328465,82.86441605839416,0.0716605839416057,1,0,0,220,385,0,0,647,1100,0,3,3.746523529411765,5.321207843137255,10.722884615384617,14.164326923076922,7.116538461538462,8.324615384615385,56.48558823529412,2020,5,0.0,0.0,0.0
471,STA_ES2030A,STA_ES2030A/S2A_MSIL2A_20200821T105631_N0214_R094_T30SUF_20200821T135313.npy,STA_ES2030A/l3_mean_europe_2018_2020_005dg.netcdf,ES,39.0,228.0,0,0,1,1,0,0,27.44198207,54.24417591,33.8647436,36.511,-4.863,17.44576642335766,3.218129562043796,1.5146532846715328,72.10397810218977,0.2236678832116788,1,0,0,235,51,0,2,729,154,0,2,5.054277450980392,5.78965294117647,11.921634615384615,18.35798076923077,7.525384615384615,9.165961538461538,42.62303921568628,2020,8,1128.5541259745758,95.17542330556444,44.11551230413573
474,STA-MT00005,STA-MT00005/S2B_MSIL2A_20200616T095029_N0214_R079_T33SVV_20200616T124447.npy,STA-MT00005/l3_mean_europe_2018_2020_005dg.netcdf,MT,2.0,1843.2,0,0,1,1,0,0,34.61846604,56.85801767,43.08176795,35.89583,14.48989,20.103102189781023,4.7765328467153285,1.4024361313868612,76.37056569343066,-0.0264963503649635,1,0,0,424,608,0,0,1450,1210,0,1,5.095061764705882,5.70245,15.998653846153845,21.17471153846154,1.5765384615384617,11.696923076923078,42.361372549019606,2020,6,20821.191192793845,2452.2254102521447,725.1948358130071
477,STA_PL0568A,STA_PL0568A/S2A_MSIL2A_20200919T095031_N0214_R079_T33UYR_20200919T115531.npy,STA_PL0568A/l3_mean_europe_2018_2020_005dg.netcdf,PL,411.0,286.3,0,1,0,0,0,1,14.53454925,61.89367518,25.47375765,49.71973,18.82672,8.099826642335767,1.2106204379562044,2.5417700729927004,83.14571167883211,0.3347992700729927,1,0,0,20,105,0,1,184,935,0,2,3.1274892156862744,4.540707843137255,4.886634615384615,7.859615384615385,8.66778846153846,6.315096153846154,69.09823529411766,2020,9,0.0,0.0,0.0
482,STA_ES1619A,STA_ES1619A/S2B_MSIL2A_20200215T105029_N0214_R051_T30SYJ_20200215T141800.npy,STA_ES1619A/l3_mean_europe_2018_2020_005dg.netcdf,ES,11.0,236.0,0,0,1,0,0,1,23.49097214,53.91649959,19.98422713,39.47806,-0.36833,16.740565693430657,2.562883211678832,1.4689324817518248,64.5766788321168,0.2091240875912408,0,0,1,164,703,0,0,918,4053,0,0,4.68198137254902,5.573891176470588,9.03903846153846,17.78144230769231,11.114711538461538,7.9411538461538465,46.9821568627451,2020,2,0.0,667.4650156831932,535.9669323911148
485,STA.DE_DENW021,STA.DE_DENW021/S2B_MSIL2A_20200731T103629_N0214_R008_T31UGT_20200731T140558.npy,STA.DE_DENW021/l3_mean_europe_2018_2020_005dg.netcdf,DE,30.0,1173.7,0,0,1,0,1,0,27.61168424,50.49544028,22.95898535,51.52595,6.97688,11.10235401459854,3.0100364963503647,2.007052919708029,78.94180656934307,0.2448631386861313,1,0,0,46,1113,0,1,402,3554,0,12,3.12663137254902,4.48493431372549,7.558942307692307,10.856923076923076,8.518557692307693,6.898365384615384,68.63049019607844,2020,7,13.73296284675598,210.067412631625,200.00169519194856
494,STA.IT1737A,STA.IT1737A/S2A_MSIL2A_20190914T102021_N0213_R065_T32TNR_20190914T140933.npy,STA.IT1737A/l3_mean_europe_2018_2020_005dg.netcdf,IT,70.0,278.9,0,0,1,0,0,1,28.46217702,60.692919,32.64473686,45.51528,10.21944,14.301706204379563,1.4861678832116787,2.732372262773723,72.00677919708029,0.7579653284671531,1,0,0,233,340,0,3,887,937,2,9,3.847456862745098,4.991529411764706,8.915576923076923,13.758173076923075,8.789711538461539,7.93076923076923,59.87058823529412,2019,9,0.0,0.0,0.0
496,STA-FR09003,STA-FR09003/S2A_MSIL2A_20200804T110631_N0214_R137_T30TXS_20200804T122403.npy,STA-FR09003/l3_mean_europe_2018_2020_005dg.netcdf,FR,10.0,93.7,0,0,1,0,0,1,16.85027111,56.92152445,17.07598612,46.16265,-1.15368,14.144333941605838,4.17868613138686,2.315830291970804,80.96187043795621,0.141441605839416,1,0,0,258,3168,0,0,1063,10775,0,0,3.789762745098039,4.983155882352941,10.715288461538462,14.702884615384615,5.568076923076924,8.273846153846154,55.60088235294118,2020,8,5038.746669155856,4091.3498832133378,961.1639983397038
497,STA.IT1953A,STA.IT1953A/S2B_MSIL2A_20201031T094139_N0214_R036_T33TYE_20201031T123521.npy,STA.IT1953A/l3_mean_europe_2018_2020_005dg.netcdf,IT,50.0,286.3,0,1,0,0,1,0,9.806267413,64.62166307,17.88449735,40.16805,18.17361,19.04325729927008,4.328649635036496,1.9536040145985405,72.61816605839417,0.1190510948905109,1,0,0,267,380,0,0,1151,1481,0,0,4.488469607843137,5.331429411764706,13.819326923076924,20.057788461538465,4.141826923076923,10.25951923076923,54.89049019607843,2020,10,0.0,0.0,0.0
499,STA.DE_DEHB002,STA.DE_DEHB002/S2A_MSIL2A_20200328T104021_N0214_R008_T32UMD_20200328T142124.npy,STA.DE_DEHB002/l3_mean_europe_2018_2020_005dg.netcdf,DE,7.0,1834.4,0,0,1,0,0,1,21.55181557,47.03248363,18.3212261,53.06004,8.91697,10.413029197080292,3.146058394160584,1.7989872262773725,81.83283759124089,0.2039963503649635,1,0,0,128,662,1,2,307,2037,2,4,3.0055666666666663,4.31450294117647,7.426153846153846,10.23721153846154,8.10423076923077,6.833365384615385,68.935,2020,3,0.0,705.9451148952357,412.5392576672296
500,STA.01.0001,STA.01.0001/S2A_MSIL2A_20200422T095031_N0214_R079_T33UXP_20200422T142128.npy,STA.01.0001/l3_mean_europe_2018_2020_005dg.netcdf,AT,160.0,96.9,0,1,0,0,0,1,17.02757052,60.42325051,23.47485678,47.84011,16.52617,10.55152372262774,2.2639324817518243,2.1429014598540146,76.34007299270073,0.3319069343065693,1,0,0,231,695,0,1,592,1867,0,2,3.5604617647058823,4.75678137254902,5.936346153846154,10.509711538461538,9.49221153846154,6.563173076923078,63.18323529411765,2020,4,0.0,0.0,0.0
504,STA-FR31013,STA-FR31013/S2B_MSIL2A_20200806T105619_N0214_R094_T30TYN_20200806T131026.npy,STA-FR31013/l3_mean_europe_2018_2020_005dg.netcdf,FR,197.0,88.7,0,0,1,0,0,1,12.71573228,48.01379726,13.36715253,43.3108,-0.39154,14.019114963503648,1.93956204379562,3.309406934306569,79.5151094890511,0.4466970802919708,1,0,0,179,1508,0,0,832,5191,0,2,3.783543137254902,5.267480392156863,10.134326923076925,14.19528846153846,9.780384615384616,8.205673076923077,64.81205882352941,2020,8,0.0,0.0,0.0
506,STA-NL00236,STA-NL00236/S2B_MSIL2A_20200922T104649_N0214_R051_T31UFT_20200927T135033.npy,STA-NL00236/l3_mean_europe_2018_2020_005dg.netcdf,NL,17.0,529.9,0,0,1,1,0,0,22.6873321,45.5684202,22.91976324,51.46863,5.47231,11.34816605839416,3.074698905109489,1.84654197080292,78.41082116788321,0.2170529197080291,1,0,0,269,2341,0,0,1719,15531,0,2,3.1896823529411766,4.486970588235294,7.695288461538462,11.232403846153847,8.545096153846155,6.897307692307693,63.9678431372549,2020,9,0.7960547457138697,63.935298666677845,34.87872239294995
510,STA-NL00437,STA-NL00437/S2A_MSIL2A_20200321T105021_N0214_R051_T31UET_20200321T135104.npy,STA-NL00437/l3_mean_europe_2018_2020_005dg.netcdf,NL,-1.0,1183.2,1,0,0,0,0,1,19.37307507,48.60271724,20.55235547,51.78658,4.45045,11.466879562043797,4.304343065693431,2.142107664233577,81.88782846715328,0.1743978102189781,0,0,1,6,27,0,3,35,247,0,4,3.1896823529411766,4.486970588235294,8.56298076923077,11.71480769230769,5.43375,7.226442307692308,63.9678431372549,2020,3,0.2709220685064792,4.306447654195902,188.9280320303449
513,STA-HU0035A,STA-HU0035A/S2A_MSIL2A_20201118T095311_N0214_R079_T33TXN_20201118T115530.npy,STA-HU0035A/l3_mean_europe_2018_2020_005dg.netcdf,HU,241.0,111.9,0,0,1,0,0,1,15.24306621,55.32983259,19.54972376,47.69194,16.57501,11.821149635036496,2.773302919708029,1.90896897810219,75.01119525547446,0.3195255474452554,1,0,0,124,557,1,2,496,2099,12,6,3.5604617647058823,4.75678137254902,6.673557692307692,12.024903846153846,9.77,6.730673076923077,63.18323529411765,2020,11,0.0,0.0,0.0
514,STA.DE_DENW079,STA.DE_DENW079/S2A_MSIL2A_20200805T104031_N0214_R008_T32ULB_20200805T121101.npy,STA.DE_DENW079/l3_mean_europe_2018_2020_005dg.netcdf,DE,50.0,2154.0,0,1,0,0,0,1,27.83008087,49.30195305,20.54023088,51.02893,7.00498,11.22132299270073,2.9340510948905107,1.93168795620438,77.33095802919708,0.2623448905109489,1,0,0,186,1393,0,0,603,3961,1,4,3.12663137254902,4.48493431372549,7.226442307692308,10.980192307692308,8.784134615384614,6.769711538461538,68.63049019607844,2020,8,0.0,516.3276308188497,1031.0091190995774
516,STA-NL00489,STA-NL00489/S2A_MSIL2A_20200321T105021_N0214_R051_T31UET_20200321T135104.npy,STA-NL00489/l3_mean_europe_2018_2020_005dg.netcdf,NL,0.0,1183.2,0,0,1,1,0,0,32.33453336,38.2558049,22.77346602,51.86943,4.58006,11.466879562043797,4.304343065693431,2.142107664233577,81.88782846715328,0.1743978102189781,0,1,0,104,708,0,3,399,2702,0,5,3.1896823529411766,4.486970588235294,8.56298076923077,11.71480769230769,5.43375,7.226442307692308,63.9678431372549,2020,3,3.560301661491394,653.7961736891884,1420.8980078291636
520,STA-TR590441,STA-TR590441/S2A_MSIL2A_20200716T085601_N0214_R007_T35TNF_20200716T120405.npy,STA-TR590441/l3_mean_europe_2018_2020_005dg.netcdf,TR,177.0,160.2,0,0,1,0,0,1,31.43912987,37.37215494,36.93768865,41.15604,27.81114,15.513102189781025,3.334142335766423,1.5951003649635036,75.38914233576642,0.164890510948905,1,0,0,671,1133,0,0,2848,4312,0,0,4.267393137254902,5.348366666666667,10.3425,16.170096153846153,8.991442307692308,8.37375,51.77990196078432,2020,7,0.0,0.0,0.0
521,STA-FR21019,STA-FR21019/S2A_MSIL2A_20200602T105631_N0214_R094_T30UXV_20200602T135525.npy,STA-FR21019/l3_mean_europe_2018_2020_005dg.netcdf,FR,22.0,123.7,0,0,1,0,0,1,15.26237647,54.4885999,15.68206043,49.15167,-0.35278,11.397043795620435,3.761633211678832,2.1395620437956206,83.18622262773724,0.1670711678832116,1,0,0,294,1018,0,1,971,3194,0,1,3.369482352941177,4.70396568627451,8.353461538461538,11.97201923076923,8.484134615384615,7.199903846153846,66.45039215686275,2020,6,0.0,681.3585662841797,438.0406450791792
522,STA-CH0019A,STA-CH0019A/S2A_MSIL2A_20200730T102031_N0214_R065_T32TNT_20200730T120016.npy,STA-CH0019A/l3_mean_europe_2018_2020_005dg.netcdf,CH,915.0,260.0,1,0,0,0,0,1,6.676638786,76.81818272,10.40358191,47.4067,9.39438,9.436961678832116,1.787956204379562,3.773850364963503,81.09707116788321,0.7282025547445256,0,0,1,0,12,0,0,44,325,0,0,3.515427450980392,4.975106862745098,6.166923076923077,8.722403846153846,7.566826923076923,7.0033653846153845,65.5921568627451,2020,7,0.0,0.0,0.0
527,STA.CZ_JKOS,STA.CZ_JKOS/S2B_MSIL2A_20200828T100029_N0214_R122_T33UWQ_20200828T120923.npy,STA.CZ_JKOS/l3_mean_europe_2018_2020_005dg.netcdf,CZ,535.0,76.3,1,0,0,0,0,1,4.700899109,69.85265957,22.78532196,49.57339,15.08028,9.133968978102189,2.9380109489051094,1.9425,79.43306569343066,0.2155748175182481,0,0,1,0,6,0,1,0,35,0,1,3.2393186274509804,4.611580392156863,5.266346153846154,9.03528846153846,8.861346153846155,6.351538461538461,69.36509803921568,2020,8,0.0,0.0,0.0
531,STA-FR31016,STA-FR31016/S2B_MSIL2A_20200806T105619_N0214_R094_T30TXP_20200806T131026.npy,STA-FR31016/l3_mean_europe_2018_2020_005dg.netcdf,FR,35.0,88.7,0,0,1,0,0,1,15.18397035,53.94614666,15.6961165,43.47982,-1.48916,14.238394160583942,2.336843065693431,3.6900456204379566,80.65929744525549,0.3506386861313869,1,0,0,140,1111,0,0,678,3714,0,1,3.763401960784314,5.256956862745098,10.805192307692309,14.542692307692308,7.979615384615385,8.498942307692307,69.75529411764705,2020,8,0.0166937131434679,67.73622505290301,37.78273323497515
532,STA-FR36001,STA-FR36001/S2A_MSIL2A_20200825T104031_N0214_R008_T31TFK_20200825T151314.npy,STA-FR36001/l3_mean_europe_2018_2020_005dg.netcdf,FR,125.0,79.1,0,1,0,0,0,1,16.36369361,58.57837995,17.9047369,44.87024,4.87629,12.494698905109487,2.5354014598540147,2.22610401459854,75.02661496350366,0.3969251824817518,1,0,0,142,1898,0,0,629,5364,5,6,4.060814705882353,5.210475490196078,7.62625,12.472596153846156,10.53971153846154,7.179423076923077,55.84803921568628,2020,8,19.590198516845703,61.17607419916454,57.55667418523703
